lfp,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
1,996,0,0,46,17,13.554,9.9799995,1528,59,17,10.471,31000,0.58149999,12,12,9.5,1,23,17.500219,2.6066821,529
1,1052,0,0,46,14,4.5626998,4.9000001,1920,48,16,14.583,48800,0.49149999,7,3,11,1,15,44.000038,1.517915,225
1,1128,0,2,43,12,2.1277001,2.4000001,1918,46,10,6.2143002,15519,0.72149998,7,7,14,1,6,13.11895,0.7550416,36
1,1840,0,0,30,12,2.9891,3.75,2112,30,12,6.6287999,19500,0.69150001,7,7,7.5,0,11,14.00006,1.094972,121
1,1910,0,2,41,11,2.5653999,2.5699999,2144,46,9,3.8246,14545,0.72149998,3,7,5,0,2,9.6450863,0.94211441,4
1,980,0,1,54,12,5.6121998,5,1920,54,15,7.8125,22897,0.69150001,7,7,14,1,22,17.397051,1.724943,484
1,2317,0,1,31,12,2.8053999,3.8699999,2241,41,9,3.4806001,14300,0.72149998,10,10,7.5,1,10,7.7998891,1.031546,100
1,1089,0,0,44,10,1.607,0,880,47,11,5.5500002,14884,0.75150001,10,10,9.5,1,14,13.13398,0.47436911,196
1,800,0,1,32,12,2.25,0,2070,31,16,11.594,27400,0.62150002,12,7,11,1,12,25.6,0.81093019,144
1,1230,0,0,47,5,2.0325,2.8199999,1050,53,5,9.5237999,16400,0.72149998,7,12,14,1,9,13.90003,0.7092666,81
1,1158,0,1,46,17,5.5320001,8.1000004,2635,57,17,7.2804999,25704,0.62150002,14,17,7.5,0,13,19.297939,1.710549,169
1,2272,0,0,37,11,1.5845,3.71,3000,47,8,3,12800,0.72149998,10,10,7.5,0,18,9.200016,0.46026891,324
1,528,0,2,51,12,3.7879,0,2500,50,11,10.4,40000,0.62150002,7,7,7.5,0,8,37.999989,1.331812,64
1,1000,0,1,49,12,3,0,1990,49,12,10.05,47000,0.66149998,7,7,14,1,11,44,1.098612,121
1,520,0,4,36,14,8.6538,0,2390,37,13,8.7866001,25872,0.66149998,10,12,9.5,1,9,21.372021,2.157999,81
1,760,0,1,39,11,4.2104998,3.95,1430,44,12,10.14,26868,0.69150001,12,7,9.5,1,9,23.66802,1.4375809,81
1,1920,0,2,48,12,4.6875,4.3000002,1800,50,8,5,18000,0.69150001,12,12,9.5,1,14,9,1.544899,196
1,1220,0,2,38,14,4.0984001,4.8400002,2103,43,17,11.888,30200,0.58149999,7,7,5,1,9,25.199949,1.410597,81
1,200,0,2,40,12,25,3,1350,42,12,13.333,26220,0.66149998,7,7,7.5,1,2,21.219999,3.2188759,4
1,2480,1,5,39,10,2.6331,4.1999998,2880,36,17,8.6806002,40500,0.58149999,7,7,3,0,12,33.96991,0.96816188,144
1,2750,0,0,37,16,6,9,2400,43,17,7.2916999,33570,0.61000001,12,7,7.5,1,15,17.07,1.791759,225
1,2014,0,1,49,13,5.4126,4.0500002,1135,47,12,3.5242,16917,0.72149998,7,14,14,1,11,6.0160241,1.68873,121
1,1355,0,3,33,12,0.66420001,1,2750,35,17,6.1817999,18000,0.72149998,12,7,9.5,0,7,17.10001,-0.409172,49
1,80,0,0,30,12,1.25,0,2085,32,16,2.9755001,8337,0.75150001,12,12,11,1,9,8.2370005,0.2231435,81
1,1670,0,0,54,12,2.2753999,2.0999999,2600,56,8,4.5769,17100,0.72149998,12,7,9.5,0,19,13.30008,0.82215577,361
1,520,0,4,39,11,3.4614999,3.05,3542,40,12,3.1056001,17800,0.75150001,10,7,11,0,11,16.000019,1.241702,121
1,288,0,3,43,12,4.1666999,3,1975,43,12,5.8228002,13740,0.75150001,12,12,14,1,8,12.53999,1.427124,64
1,2014,0,3,31,9,4.4686999,4.2600002,2400,32,12,7.5,27000,0.62150002,10,3,9.5,1,13,18.00004,1.497097,169
1,800,0,3,33,13,1.75,0,3000,37,14,8.3332996,32600,0.62150002,12,7,7.5,1,4,31.200001,0.55961579,16
1,1984,0,3,40,12,3.6694,4.25,1960,39,14,9.2347002,28030,0.66149998,12,12,14,1,7,20.74991,1.300028,49
1,1823,0,1,36,12,6.5826001,6,2000,39,9,5.5,23100,0.66149998,12,12,3,0,19,11.09992,1.8844301,361
1,1500,0,0,51,12,2.5999999,2,3000,51,12,6,24580,0.66149998,7,7,9.5,1,14,20.68,0.95551139,196
1,2261,0,1,44,13,4.8650999,5.5,2400,43,12,6.6666999,29000,0.62150002,12,7,9.5,1,14,18.00001,1.582087,196
1,1728,0,3,42,16,5.7870002,6.25,2450,48,14,13.061,42430,0.52149999,12,14,9.5,1,3,32.430069,1.755614,9
1,1960,0,1,40,12,4.5408001,5,2423,40,8,12.794,41800,0.52149999,12,12,7.5,1,9,32.900028,1.513103,81
1,1578,1,1,34,16,9.5057001,7.7199998,2000,33,16,12,39100,0.57999998,12,17,9.5,1,7,24.10001,2.2518921,49
1,1316,0,0,30,17,10.638,7,2526,41,16,6.73,31800,0.58149999,16,17,11,1,7,17.80039,2.3644321,49
1,1530,0,0,54,12,1.1111,1.13,2695,53,12,6.6789999,22200,0.69150001,7,7,14,0,14,20.500019,0.1053505,196
1,2220,0,0,51,12,4.0541,4.3699999,2048,54,12,4.3944998,19500,0.69150001,16,7,3,0,29,10.4999,1.399729,841
1,1336,0,2,44,9,2.6870999,2.6400001,1920,46,11,4.6875,14027,0.75150001,7,10,11,0,19,10.43703,0.98846251,361
1,1008,0,1,43,12,2.9762001,2.5,2338,42,9,7.6989002,21195,0.66149998,7,7,11,1,14,18.19499,1.090647,196
1,1944,0,1,34,12,3.1728001,3.23,2945,37,8,4.3287001,19013,0.69150001,10,7,7.5,0,16,12.84508,1.154614,256
1,2000,0,0,45,13,3.55,3.45,2047,52,12,6.7416,20900,0.66149998,12,7,11,1,10,13.8,1.266948,100
1,258,0,0,39,12,17.907,0,1668,47,7,9.3525,26820,0.62150002,10,3,11,0,12,22.200001,2.8851919,144
1,1785,0,0,50,12,3.4173999,5.75,175,48,10,9.1429005,12800,0.75150001,0,0,14,1,24,6.6999412,1.22888,576
1,480,0,0,52,12,3.3333001,0,1798,53,12,2.6417999,7850,0.75150001,7,7,14,0,6,6.2500162,1.203963,36
1,772,0,2,41,12,3.8859999,7.5,1222,45,12,7.3649998,18600,0.72149998,12,12,7.5,1,9,15.60001,1.35738,81
1,900,0,0,59,10,2.3111,2.22,1820,59,7,1.4066,5380,0.77149999,12,7,5,0,14,3.30001,0.83772361,196
1,1428,0,0,52,12,1.7108001,2.5,1560,60,8,1.5192,6114,0.77149999,10,7,14,0,26,3.6709781,0.53696108,676
1,210,0,0,46,16,2.1143,4,2210,49,12,3.3439,8234,0.75150001,12,12,14,0,7,7.7899971,0.7487238,49
1,239,1,5,41,12,9.9330997,4.5,2874,48,16,2.9105999,20646,0.72149998,3,7,11,1,4,18.27199,2.2958729,16
1,1878,0,2,33,11,3.0276999,3.5,2499,35,8,4.3834,16640,0.72149998,7,7,9.5,0,15,10.95398,1.107803,225
1,215,0,0,45,12,1.8605,2.3,3088,38,12,4.2097998,13900,0.72149998,12,12,5,1,23,13.49999,0.62084532,529
1,2340,1,2,36,10,0.12819999,0,2020,37,8,3.7128999,11500,0.78149998,10,7,7.5,0,1,11.20001,-2.0541639,1
1,1960,0,1,48,12,6.6327,6.3000002,1980,56,10,10.606,34000,0.55150002,7,7,14,1,29,20.99991,1.892012,841
1,532,0,1,47,12,5.6391001,3.5999999,1968,47,11,8.6381998,28700,0.66149998,7,3,11,1,9,25.700001,1.729725,81
1,394,0,0,45,12,1.599,2.5,2100,45,12,3.8367,9563,0.75150001,7,7,7.5,0,6,8.9329939,0.46937841,36
1,675,0,2,37,12,2.6666999,3,2651,48,17,7.1671,20960,0.69150001,7,7,7.5,0,11,19.159981,0.9808417,121
1,1515,0,4,46,16,7.9208002,6.8000002,1918,49,14,8.8634005,38590,0.62150002,12,10,14,1,17,26.589991,2.0694921,289
1,1030,0,3,43,17,5.3397999,5.8000002,2585,46,16,7.7368999,27900,0.66149998,12,12,5,1,6,22.400009,1.6751879,36
1,1250,0,2,42,12,4,4,2250,46,17,9.1702003,25633,0.62150002,7,7,7.5,1,7,20.632999,1.386294,49
1,1158,1,2,34,17,6.0448999,5.0999999,2480,39,17,11.29,35200,0.55150002,12,12,7.5,1,2,28.20001,1.799215,4
1,112,0,0,52,12,6.25,0,2924,53,12,6.3269,29500,0.58149999,7,7,7.5,1,24,28.799999,1.832582,576
1,336,0,3,37,12,2.9762001,2.2,1896,52,9,4.7467999,10000,0.75150001,10,7,7.5,0,4,8.9999971,1.090647,16
1,1984,0,1,37,12,4.2339001,4.7800002,2332,40,12,4.8885002,19800,0.69150001,10,7,5,0,11,11.39994,1.4431241,121
1,716,0,0,52,8,3.4916,2.2,3482,59,7,2.4842,12900,0.72149998,7,7,5,0,25,10.40001,1.25036,625
1,1410,1,0,30,12,4.9645,1.28,2106,30,14,8.5469999,26080,0.62150002,12,12,7.5,0,11,19.080059,1.602313,121
1,1300,0,1,31,13,2.7692001,0,1160,32,12,6.6378999,13066,0.75150001,17,7,11,1,2,9.4660397,1.018559,4
1,1640,0,1,38,12,3.6585,3.25,2040,46,12,3.1863,12500,0.72149998,7,7,7.5,0,19,6.5000601,1.297053,361
1,1202,0,3,43,12,5.3934999,0,2856,48,16,4.5465999,35600,0.58149999,7,7,9,1,7,29.11701,1.685194,49
1,489,0,1,49,8,0.65640002,2.29,950,51,8,12.789,19424,0.75150001,7,7,5,1,2,19.10302,-0.42098489,4
1,2076,0,0,55,12,4.7687998,4.6799998,2068,58,10,6.5279999,26250,0.66149998,7,7,5,1,20,16.34997,1.562095,400
1,526,0,2,38,17,8.5551004,4.1999998,1896,42,17,16.403,36525,0.55150002,12,14,9.5,1,10,32.025021,2.146528,100
1,1721,0,0,52,17,10.459,9.5,2000,56,16,7,34700,0.61000001,14,17,14,1,19,16.70006,2.3474629,361
1,1327,0,0,48,12,2.6375,2.5699999,288,51,11,13.542,8311,0.75150001,7,7,11,1,17,4.811038,0.96983153,289
1,584,0,2,32,13,6.8492999,4.3200002,2160,33,12,6.7129998,28626,0.69150001,12,10,11,1,12,24.626011,1.9241461,144
1,1376,0,1,32,12,5.0872002,5,3120,33,17,5.4487,24400,0.66149998,7,7,5,1,11,17.400009,1.6267281,121
1,1040,0,2,38,12,0.96149999,0,1944,41,17,6.6872001,14025,0.72149998,7,7,7.5,1,6,13.02504,-0.0392607,36
1,548,0,3,46,12,4.3066001,3.6900001,2046,47,12,9.0943003,21367,0.69150001,16,12,14,1,10,19.006981,1.460149,100
1,15,0,3,40,12,7.0667,0,2005,42,9,6.5337,14136,0.75150001,7,7,7.5,0,4,14.03,1.955394,16
1,1980,0,4,31,9,2.5253,2.5599999,2070,36,10,4.6859999,19900,0.75150001,10,7,5,1,2,14.89991,0.92635989,4
1,1520,0,1,43,10,7.8947001,5,3000,50,12,8,37000,0.52149999,12,9,9.5,1,13,25.000059,2.0661919,169
1,1880,0,0,51,12,4.1489,3.9000001,2640,51,12,4.053,18500,0.69150001,7,7,7.5,0,21,10.70007,1.422843,441
1,1260,1,0,30,16,8.1745996,8.1700001,2450,34,17,8.1632996,34550,0.55150002,16,14,5,1,9,24.25,2.101032,81
1,1092,0,0,52,13,9.5971003,0,1000,53,15,16.5,49620,0.46149999,10,7,11,1,4,39.139969,2.261461,16
1,1587,1,5,30,8,2.0164001,2.3,2080,33,8,3.4614999,10400,0.78149998,3,3,7.5,0,2,7.1999731,0.70131379,4
1,156,0,0,51,16,7.6217999,0,2413,51,16,11.361,33000,0.55150002,16,16,11,1,19,31.811001,2.031013,361
1,1939,0,2,31,13,3.1975,3.4300001,2570,31,12,3.8910999,16200,0.72149998,7,3,7.5,1,4,10.00005,1.162369,16
1,1250,0,4,34,12,1.6,1.36,2030,52,12,9.6058998,22660,0.69150001,12,16,7.5,1,9,20.66,0.4700036,81
1,610,0,0,49,11,4.0984001,4,4684,59,17,2.6687,16000,0.72149998,7,7,7.5,1,14,13.49998,1.410597,196
1,270,1,3,35,13,1.4815,5,2802,41,17,8.8865004,25780,0.66149998,7,16,9.5,1,6,25.379999,0.39305511,36
1,660,1,0,53,12,3.6364,3.1500001,2090,59,12,6.3635998,20675,0.72149998,7,12,7.5,1,24,18.274981,1.290994,576
1,1000,0,3,32,12,1,0,2053,46,16,17.728001,40213,0.55150002,12,7,11,0,1,39.213001,0,1
1,1920,0,3,38,10,2.6041999,2.9300001,1984,42,10,5.2923002,15500,0.72149998,12,7,7.5,1,13,10.49994,0.95712548,169
1,200,0,0,54,12,1.75,0,2040,54,16,15.686,35207,0.58149999,7,12,9.5,1,3,34.856998,0.55961579,9
1,1500,0,1,47,17,4.8000002,3.5999999,2794,58,8,5.2423,35702,0.55150002,10,12,11,1,10,28.502001,1.568616,100
1,868,0,1,45,15,5.5300002,6,3290,47,14,3.0395,17800,0.72149998,14,12,9.5,1,16,12.99996,1.710188,256
1,2318,0,1,47,16,4.0984001,4.1999998,1911,46,16,16.745001,50900,0.49149999,16,16,5,1,9,41.39991,1.410597,81
1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,0.69150001,7,7,5,0,19,14.78,0.2231435,361
1,60,0,1,32,11,1.6667,0,2580,31,12,5.8140001,15150,0.72149998,10,9,5,1,4,15.05,0.5108456,16
1,1715,0,1,45,12,3.7901001,3.3800001,2400,49,17,10.833,36200,0.58149999,7,7,7.5,1,10,29.69998,1.332392,100
1,550,0,4,40,12,2.3636,2.26,1740,47,12,9.0029001,17465,0.72149998,14,12,5,1,5,16.16502,0.86018592,25
1,1960,0,2,47,14,10.204,0,2500,50,12,6.54,45205,0.61000001,14,12,3,1,7,25.20516,2.3227799,49
1,44,1,2,36,16,6.8182001,1.36,1840,37,17,5.9783001,14500,0.75150001,12,10,5,0,3,14.2,1.919595,9
1,1920,0,0,56,14,7.2146001,6.9200001,2036,56,14,8.6247997,32011,0.58149999,7,7,7.5,0,38,18.15897,1.976107,1444
1,2540,0,1,41,8,2.4484,0,3536,43,11,4.8329,35200,0.62150002,7,12,9.5,0,16,28.98106,0.89543468,256
1,156,0,3,48,7,1.1987,0,880,51,11,10.909,13579,0.75150001,3,7,11,0,13,13.392,0.18123759,169
1,780,1,2,36,12,1.641,0,2007,38,12,3.8864,10455,0.75150001,7,7,11,0,1,9.1750202,0.49530581,1
1,3120,0,0,41,12,1.7821,0,2632,44,13,8.4574003,32600,0.55150002,7,3,5,0,7,27.03985,0.57779241,49
1,2040,0,0,41,14,2.9412,2.8,2600,43,12,5,19150,0.69150001,7,10,11,1,15,13.14995,1.078818,225
1,1610,0,3,36,12,4.9689002,4.25,2156,36,13,7.4211998,24400,0.66149998,12,17,9.5,1,10,16.40007,1.603199,100
1,215,0,3,37,12,1.8605,0,3625,41,12,4.4938002,21700,0.69150001,10,7,3,0,2,21.29999,0.62084532,4
1,1120,0,0,38,12,8.0356998,0,2420,42,12,7.0251999,26201,0.62150002,7,3,9.5,1,19,17.201019,2.083894,361
1,846,0,2,43,14,3.9716001,4.1999998,2080,43,9,3.2788,11920,0.75150001,3,3,7.5,1,25,8.5600262,1.379169,625
1,3225,0,0,54,16,3.0416,0,3443,59,17,1.2861,16300,0.72149998,12,12,9.5,1,25,6.49084,1.112384,625
1,1376,0,1,38,12,2.9070001,3.75,2250,41,12,5.5556002,16500,0.72149998,7,7,5,1,7,12.49997,1.067122,49
1,980,1,0,30,12,3.0611999,3.5999999,2535,34,16,7.4951,30000,0.58149999,12,7,11,1,15,27.000019,1.118807,225
1,1838,0,0,49,12,4.8965998,5,2352,48,15,22.108999,62500,0.44150001,7,7,9.5,1,11,53.50005,1.588541,121
1,1494,0,1,45,13,4.0160999,2.5,3036,49,6,9.0579996,58500,0.44150001,10,10,9.5,1,25,52.49995,1.390311,625
1,450,0,0,51,13,5.5556002,3.5,2600,57,14,11.538,40900,0.52149999,7,7,9.5,1,19,38.399979,1.714806,361
1,1976,0,0,34,10,1.2227,2.45,2223,39,7,6.0468001,16308,0.69150001,0,10,7.5,1,4,13.89194,0.2010615,16
1,2012,0,2,34,12,2.6839001,3.6099999,2666,34,10,1.3653001,9300,0.75150001,7,7,7.5,1,14,3.8999929,0.98727101,196
1,561,0,1,41,12,2.6738,3.25,2006,41,17,16.549999,35700,0.55150002,10,9,7.5,1,19,34.200001,0.98350072,361
1,1715,0,1,49,12,9.3294001,7.0500002,1710,49,17,8.7719002,35700,0.63999999,9,9,11,1,18,19.700081,2.233171,324
1,1912,0,0,32,12,3.1380999,3.5999999,1920,46,14,9.6353998,24500,0.66149998,12,12,5,1,14,18.49995,1.143618,196
1,3686,0,0,32,14,0.54259998,0,1647,39,14,6.6788001,13000,0.72149998,12,12,7.5,1,11,10.99998,-0.6113829,121
1,1080,0,2,32,17,8.6111002,4.6500001,3080,35,15,7.5727,52600,0.44150001,12,12,5,0,4,43.300011,2.1530521,16
1,1799,0,0,47,10,3.6687,3.25,1920,48,10,7.8125,25360,0.66149998,3,7,7.5,1,29,18.76001,1.299837,841
1,1984,0,1,39,9,2.3185,2.3,2420,47,4,1.9835,9400,0.75150001,9,9,7.5,0,21,4.800096,0.84092039,441
1,1839,0,0,49,12,2.882,3.27,2205,53,15,9.5237999,26800,0.62150002,12,12,11,1,24,21.5,1.058484,576
1,1579,0,3,37,12,3.1666,0,3035,39,14,6.4250002,33040,0.66149998,12,7,7.5,1,19,28.03994,1.152658,361
1,96,0,0,59,16,3.6458001,0,2185,60,15,10.984,26350,0.62150002,14,12,7.5,1,31,26,1.293576,961
1,1920,0,0,50,12,6.25,5.4699998,1880,56,12,12.766,39000,0.52149999,7,7,14,1,28,27,1.832582,784
1,1688,0,1,32,17,10.249,9.8000002,1863,33,17,9.5544996,35100,0.61000001,12,12,9.5,1,15,17.79969,2.3271799,225
1,1589,0,0,46,12,3.2096,5.54,2456,48,16,5.4966998,22502,0.66149998,12,12,11,0,27,17.401951,1.166146,729
1,345,0,2,43,17,7.6522002,5,1847,46,17,9.7617998,21950,0.69150001,12,14,14,0,13,19.30999,2.0349929,169
1,1521,0,3,37,11,1.9724,2.3,2000,42,6,5,13000,0.75150001,7,7,7.5,0,4,9.99998,0.67925107,16
1,1490,0,2,32,16,4.698,3.9000001,1856,35,14,5.9994998,18180,0.72149998,12,14,9,1,10,11.17998,1.547137,100
1,989,0,1,39,11,2.1234,2.76,1880,43,14,6.9148998,20957,0.69150001,10,10,9,1,8,18.85696,0.75301862,64
1,600,0,2,34,13,2.3333001,2.9000001,3020,35,12,4.9668999,13700,0.72149998,12,12,7.5,0,4,12.30002,0.8472836,16
1,2646,0,1,39,11,2.3896,0,2646,41,8,2.3896,20000,0.69150001,7,7,5,1,18,13.67712,0.871126,324
1,2149,0,3,45,8,1.2564,2.5,1640,48,9,4.5121999,12260,0.75150001,7,7,5,1,3,9.5599966,0.2282505,9
1,320,0,0,50,11,1.0937999,0,1950,54,11,9.2307997,24850,0.66149998,3,12,7.5,1,11,24.499981,0.089657798,121
1,1600,0,1,40,12,3.75,3.3,1920,39,12,11.458,29150,0.58149999,12,7,7.5,1,8,23.15,1.321756,64
1,2419,0,1,30,10,3.3072,3.9000001,2025,34,12,7.6992998,23591,0.66149998,7,7,11,1,10,15.59088,1.196102,100
1,2005,0,0,57,17,5.1352,5.25,2470,56,17,4.1830001,24717,0.66149998,16,12,11,1,33,14.42092,1.636119,1089
1,1960,0,1,39,12,6.6327,3.5999999,1800,43,12,8.3332996,30455,0.62150002,12,12,9,1,19,17.45491,1.892012,361
1,2147,0,0,53,12,4.5644999,4.9000001,1920,56,8,5.1041999,19600,0.69150001,12,12,7.5,1,35,9.8000193,1.518309,1225
1,1207,0,1,48,17,11.848,7.1500001,2039,53,17,8.2271004,31875,0.63999999,7,12,5,1,21,17.574459,2.4721589,441
1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.6634002,24055,0.66149998,14,14,7.5,0,7,16.555,1.321756,49
1,1260,0,0,47,12,4.3650999,4.3499999,1914,54,12,5.2220001,18795,0.72149998,7,10,7.5,0,18,13.29497,1.473641,324
1,90,0,1,43,12,3.9333,4,1516,47,10,7.1900001,12198,0.75150001,7,7,7.5,0,4,11.844,1.3694789,16
1,1800,0,0,47,12,3.3333001,3.25,2520,47,16,13.907,52645,0.49149999,12,7,7.5,1,12,46.645061,1.203963,144
1,573,0,1,47,12,3.3159001,2.2,2327,48,12,6.0163002,16600,0.72149998,10,7,14,0,16,14.69999,1.198729,256
1,1825,0,0,47,12,3.5616,3,2188,50,12,7.6781998,32590,0.62150002,7,7,7.5,1,14,26.09008,1.27021,196
1,75,0,0,46,12,1.6,0,1864,48,12,5.3112001,10020,0.75150001,3,7,7.5,1,3,9.8999996,0.4700036,9
1,1348,0,4,34,9,2.2255001,2.3,2183,33,10,4.1227999,12048,0.75150001,7,7,11,0,1,9.0480261,0.79998171,1
1,1880,0,0,48,10,4.7872,4.25,1920,55,12,7.8125,39750,0.62150002,7,7,11,0,27,30.750059,1.565946,729
1,1240,0,1,30,12,5.8065,6.9000001,1824,31,12,4.6052999,15700,0.72149998,10,7,7.5,1,12,8.4999399,1.758978,144
1,848,0,1,51,12,2.3585,2.3,2878,54,12,3.9746001,24250,0.66149998,7,7,3,0,6,22.24999,0.85802579,36
1,150,0,5,52,12,2,0,2390,54,16,15.063,43210,0.52149999,7,12,14,1,9,42.91,0.69314718,81
1,2000,0,2,37,12,1.9,1.85,3120,39,13,4.5064001,37100,0.62150002,12,12,5,0,2,33.299999,0.64185393,4
1,1952,0,2,32,12,5.1230001,3.25,2040,33,12,5.8824,23820,0.66149998,12,7,5,0,6,13.8199,1.6337399,36
1,1456,0,2,36,17,5.4945002,6.04,2151,35,15,10.228,31600,0.58149999,12,14,5,1,9,23.60001,1.703748,81
1,1740,0,2,35,12,6.3218002,5.5,1976,37,14,6.5788999,24000,0.66149998,10,10,7.5,1,16,13.00007,1.844004,256
1,1400,0,0,45,17,7.1429,7.1399999,2286,51,16,8.8144999,30750,0.58149999,14,12,5,0,22,20.749941,1.9661191,484
1,2000,0,0,56,12,2.375,2.7,2032,60,10,2.9528,11050,0.75150001,7,7,14,0,26,6.3000002,0.86499739,676
1,1750,0,2,40,10,2.5429001,2.74,1680,45,4,4.5173001,12239,0.75150001,7,7,14,0,11,7.7889252,0.9333052,121
1,1101,1,2,45,12,2.1798,2.3,1560,49,14,5.1282001,12870,0.75150001,14,12,7.5,1,11,10.47004,0.77923322,121
